file,status,error
[UFC_7_6f368b8a2a062636fc33aafcdfe01967]_Efeito_do_processamento_sobre_caracter__sticas_de_.pdf,ok,"2026/02/19 20:54:57 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_6f368b8a2a062636fc33aafcdfe01967]_Efeito_do_processamento_sobre_caracter__sticas_de_.pdf pdf 2026/02/19 20:54:58 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_6f368b8a2a062636fc33aafcdfe01967]_Efeito_do_processamento_sobre_caracter__sticas_de_.txt 2026/02/19 20:54:58 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_6f368b8a2a062636fc33aafcdfe01967]_Efeito_do_processamento_sobre_caracter__sticas_de_.pdf pdf false 1.0270225s 2026/02/19 20:54:58 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_6f368b8a2a062636fc33aafcdfe01967]_Efeito_do_processamento_sobre_caracter__sticas_de_.pdf"
[UFC_7_84aacb2d22ca7ab512b6298546fad251]_Efeito_prebi__tico_de_suco_de_caju__Anacardium_occ.pdf,ok,"2026/02/19 20:54:58 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_84aacb2d22ca7ab512b6298546fad251]_Efeito_prebi__tico_de_suco_de_caju__Anacardium_occ.pdf pdf 2026/02/19 20:54:59 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_84aacb2d22ca7ab512b6298546fad251]_Efeito_prebi__tico_de_suco_de_caju__Anacardium_occ.txt 2026/02/19 20:54:59 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_84aacb2d22ca7ab512b6298546fad251]_Efeito_prebi__tico_de_suco_de_caju__Anacardium_occ.pdf pdf false 1.1913792s 2026/02/19 20:54:59 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_84aacb2d22ca7ab512b6298546fad251]_Efeito_prebi__tico_de_suco_de_caju__Anacardium_occ.pdf"
[UFC_7_859d4dc7b28bc4d2d48691daf939286a]_Elabora____o__caracteriza____o_f__sico_qu__mica_e_.pdf,ok,"2026/02/19 20:54:59 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_859d4dc7b28bc4d2d48691daf939286a]_Elabora____o__caracteriza____o_f__sico_qu__mica_e_.pdf pdf 2026/02/19 20:54:59 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_859d4dc7b28bc4d2d48691daf939286a]_Elabora____o__caracteriza____o_f__sico_qu__mica_e_.txt 2026/02/19 20:54:59 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_859d4dc7b28bc4d2d48691daf939286a]_Elabora____o__caracteriza____o_f__sico_qu__mica_e_.pdf pdf false 61.2356ms 2026/02/19 20:54:59 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_859d4dc7b28bc4d2d48691daf939286a]_Elabora____o__caracteriza____o_f__sico_qu__mica_e_.pdf"
[UFC_7_85fb59ad86b275bbe7419c59c76906e1]_Efeito_esofagoprotetor_de_um_biopol__mero__a_goma_.pdf,ok,"2026/02/19 20:55:00 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_85fb59ad86b275bbe7419c59c76906e1]_Efeito_esofagoprotetor_de_um_biopol__mero__a_goma_.pdf pdf 2026/02/19 20:55:01 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_85fb59ad86b275bbe7419c59c76906e1]_Efeito_esofagoprotetor_de_um_biopol__mero__a_goma_.txt 2026/02/19 20:55:01 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_85fb59ad86b275bbe7419c59c76906e1]_Efeito_esofagoprotetor_de_um_biopol__mero__a_goma_.pdf pdf false 1.3548957s 2026/02/19 20:55:01 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_85fb59ad86b275bbe7419c59c76906e1]_Efeito_esofagoprotetor_de_um_biopol__mero__a_goma_.pdf"
[UFC_7_988e31ac1a02682de181c8e8cb031007]_Caracteriza____o_e_estudo_da_aplicabilidade_do_bio.pdf,ok,"2026/02/19 20:55:01 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_988e31ac1a02682de181c8e8cb031007]_Caracteriza____o_e_estudo_da_aplicabilidade_do_bio.pdf pdf 2026/02/19 20:55:02 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_988e31ac1a02682de181c8e8cb031007]_Caracteriza____o_e_estudo_da_aplicabilidade_do_bio.txt 2026/02/19 20:55:02 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_988e31ac1a02682de181c8e8cb031007]_Caracteriza____o_e_estudo_da_aplicabilidade_do_bio.pdf pdf false 1.1462578s 2026/02/19 20:55:02 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_988e31ac1a02682de181c8e8cb031007]_Caracteriza____o_e_estudo_da_aplicabilidade_do_bio.pdf"
[UFC_7_bb347466f0ae18399a2a091a79cd7b26]_Desidrata____o_de_polpa_de_manga_e_suco_de_caju_in.pdf,ok,"2026/02/19 20:55:02 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_bb347466f0ae18399a2a091a79cd7b26]_Desidrata____o_de_polpa_de_manga_e_suco_de_caju_in.pdf pdf 2026/02/19 20:55:02 No text rows found on page %d 4 2026/02/19 20:55:03 No text rows found on page %d 51 2026/02/19 20:55:04 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_bb347466f0ae18399a2a091a79cd7b26]_Desidrata____o_de_polpa_de_manga_e_suco_de_caju_in.txt 2026/02/19 20:55:04 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_bb347466f0ae18399a2a091a79cd7b26]_Desidrata____o_de_polpa_de_manga_e_suco_de_caju_in.pdf pdf false 1.4817548s 2026/02/19 20:55:04 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_bb347466f0ae18399a2a091a79cd7b26]_Desidrata____o_de_polpa_de_manga_e_suco_de_caju_in.pdf"
[UFC_7_bd79abacd709279e03cc6e6c2a73dbd8]_Desenvolvimento_de_uma_bebida_fermentada____base_d.pdf,ok,"2026/02/19 20:55:04 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_bd79abacd709279e03cc6e6c2a73dbd8]_Desenvolvimento_de_uma_bebida_fermentada____base_d.pdf pdf 2026/02/19 20:55:05 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_bd79abacd709279e03cc6e6c2a73dbd8]_Desenvolvimento_de_uma_bebida_fermentada____base_d.txt 2026/02/19 20:55:05 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_bd79abacd709279e03cc6e6c2a73dbd8]_Desenvolvimento_de_uma_bebida_fermentada____base_d.pdf pdf false 552.152ms 2026/02/19 20:55:05 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_bd79abacd709279e03cc6e6c2a73dbd8]_Desenvolvimento_de_uma_bebida_fermentada____base_d.pdf"
[UFC_7_d382bdede3442d0974d4ebf10047eab2]_Processamento_de_suco_de_caju__Anacardium_occident.pdf,ok,"2026/02/19 20:55:05 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_d382bdede3442d0974d4ebf10047eab2]_Processamento_de_suco_de_caju__Anacardium_occident.pdf pdf 2026/02/19 20:55:05 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_d382bdede3442d0974d4ebf10047eab2]_Processamento_de_suco_de_caju__Anacardium_occident.txt 2026/02/19 20:55:05 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_d382bdede3442d0974d4ebf10047eab2]_Processamento_de_suco_de_caju__Anacardium_occident.pdf pdf false 576.4606ms 2026/02/19 20:55:05 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_d382bdede3442d0974d4ebf10047eab2]_Processamento_de_suco_de_caju__Anacardium_occident.pdf"
[UFC_7_db7ee032cb690e2ce79bd17687f2b3ad]_Processamento_de_fibra_de_caju_por_extra____o_de_s.pdf,ok,"2026/02/19 20:55:05 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_db7ee032cb690e2ce79bd17687f2b3ad]_Processamento_de_fibra_de_caju_por_extra____o_de_s.pdf pdf 2026/02/19 20:55:06 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_db7ee032cb690e2ce79bd17687f2b3ad]_Processamento_de_fibra_de_caju_por_extra____o_de_s.txt 2026/02/19 20:55:06 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_db7ee032cb690e2ce79bd17687f2b3ad]_Processamento_de_fibra_de_caju_por_extra____o_de_s.pdf pdf false 683.172ms 2026/02/19 20:55:06 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFC_7_db7ee032cb690e2ce79bd17687f2b3ad]_Processamento_de_fibra_de_caju_por_extra____o_de_s.pdf"
[UFPB_f68f571ba8a8a3480f2c8fd6fd946475]_Avalia____o_in_vitro_do_potencial_prebi__tico_do_s.pdf,ok,"2026/02/19 20:55:06 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFPB_f68f571ba8a8a3480f2c8fd6fd946475]_Avalia____o_in_vitro_do_potencial_prebi__tico_do_s.pdf pdf 2026/02/19 20:55:07 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFPB_f68f571ba8a8a3480f2c8fd6fd946475]_Avalia____o_in_vitro_do_potencial_prebi__tico_do_s.txt 2026/02/19 20:55:07 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFPB_f68f571ba8a8a3480f2c8fd6fd946475]_Avalia____o_in_vitro_do_potencial_prebi__tico_do_s.pdf pdf false 640.7201ms 2026/02/19 20:55:07 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFPB_f68f571ba8a8a3480f2c8fd6fd946475]_Avalia____o_in_vitro_do_potencial_prebi__tico_do_s.pdf"
[UFPE_7c031fe762a6e7c746ff9b41749ba508]_Desenvolvimento_de_uma_bebida_funcional_a_base_de_.pdf,ok,"2026/02/19 20:55:07 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFPE_7c031fe762a6e7c746ff9b41749ba508]_Desenvolvimento_de_uma_bebida_funcional_a_base_de_.pdf pdf 2026/02/19 20:55:09 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFPE_7c031fe762a6e7c746ff9b41749ba508]_Desenvolvimento_de_uma_bebida_funcional_a_base_de_.txt 2026/02/19 20:55:09 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFPE_7c031fe762a6e7c746ff9b41749ba508]_Desenvolvimento_de_uma_bebida_funcional_a_base_de_.pdf pdf false 1.7254861s 2026/02/19 20:55:09 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[UFPE_7c031fe762a6e7c746ff9b41749ba508]_Desenvolvimento_de_uma_bebida_funcional_a_base_de_.pdf"
[URPE_15ad485b1aa755f34407845a78c07436]_Desenvolvimento_e_caracteriza____o_de_bebida_com_p.pdf,ok,"2026/02/19 20:55:09 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[URPE_15ad485b1aa755f34407845a78c07436]_Desenvolvimento_e_caracteriza____o_de_bebida_com_p.pdf pdf 2026/02/19 20:55:09 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[URPE_15ad485b1aa755f34407845a78c07436]_Desenvolvimento_e_caracteriza____o_de_bebida_com_p.txt 2026/02/19 20:55:09 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[URPE_15ad485b1aa755f34407845a78c07436]_Desenvolvimento_e_caracteriza____o_de_bebida_com_p.pdf pdf false 583.2137ms 2026/02/19 20:55:09 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[URPE_15ad485b1aa755f34407845a78c07436]_Desenvolvimento_e_caracteriza____o_de_bebida_com_p.pdf"
[USP_aece952a877456ab1084c19a950dbb2b]_M__todos_de_redu____o_da_adstring__ncia_de_ped__nc.pdf,ok,"2026/02/19 20:55:09 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[USP_aece952a877456ab1084c19a950dbb2b]_M__todos_de_redu____o_da_adstring__ncia_de_ped__nc.pdf pdf 2026/02/19 20:55:09 No text rows found on page %d 2 2026/02/19 20:55:11 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[USP_aece952a877456ab1084c19a950dbb2b]_M__todos_de_redu____o_da_adstring__ncia_de_ped__nc.txt 2026/02/19 20:55:11 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[USP_aece952a877456ab1084c19a950dbb2b]_M__todos_de_redu____o_da_adstring__ncia_de_ped__nc.pdf pdf false 1.3661239s 2026/02/19 20:55:11 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[USP_aece952a877456ab1084c19a950dbb2b]_M__todos_de_redu____o_da_adstring__ncia_de_ped__nc.pdf"
[USP_ecaf30786b2b1b00538339a5b023e098]_Aplica____o_do_subproduto_de_caju__Anacardium_occi.pdf,ok,"2026/02/19 20:55:11 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[USP_ecaf30786b2b1b00538339a5b023e098]_Aplica____o_do_subproduto_de_caju__Anacardium_occi.pdf pdf 2026/02/19 20:55:12 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[USP_ecaf30786b2b1b00538339a5b023e098]_Aplica____o_do_subproduto_de_caju__Anacardium_occi.txt 2026/02/19 20:55:12 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[USP_ecaf30786b2b1b00538339a5b023e098]_Aplica____o_do_subproduto_de_caju__Anacardium_occi.pdf pdf false 1.0844905s 2026/02/19 20:55:12 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[USP_ecaf30786b2b1b00538339a5b023e098]_Aplica____o_do_subproduto_de_caju__Anacardium_occi.pdf"
[_handle_11422_10363]_Diamond__embalagem_individual_para_bebidas_destila.pdf,ok,"2026/02/19 20:55:12 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_10363]_Diamond__embalagem_individual_para_bebidas_destila.pdf pdf 2026/02/19 20:55:13 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_10363]_Diamond__embalagem_individual_para_bebidas_destila.txt 2026/02/19 20:55:13 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_10363]_Diamond__embalagem_individual_para_bebidas_destila.pdf pdf false 528.0003ms 2026/02/19 20:55:13 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_10363]_Diamond__embalagem_individual_para_bebidas_destila.pdf"
[_handle_11422_20062]_Avalia____o_de_par__metros_f__sico_qu__micos_de_co.pdf,ok,"2026/02/19 20:55:13 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_20062]_Avalia____o_de_par__metros_f__sico_qu__micos_de_co.pdf pdf 2026/02/19 20:55:13 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_20062]_Avalia____o_de_par__metros_f__sico_qu__micos_de_co.txt 2026/02/19 20:55:13 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_20062]_Avalia____o_de_par__metros_f__sico_qu__micos_de_co.pdf pdf false 319.8662ms 2026/02/19 20:55:13 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_20062]_Avalia____o_de_par__metros_f__sico_qu__micos_de_co.pdf"
[_handle_11422_20106]_Desenvolvimento_de_conservantes_antimicrobianos_de.pdf,ok,"2026/02/19 20:55:13 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_20106]_Desenvolvimento_de_conservantes_antimicrobianos_de.pdf pdf 2026/02/19 20:55:14 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_20106]_Desenvolvimento_de_conservantes_antimicrobianos_de.txt 2026/02/19 20:55:14 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_20106]_Desenvolvimento_de_conservantes_antimicrobianos_de.pdf pdf false 610.6464ms 2026/02/19 20:55:14 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_20106]_Desenvolvimento_de_conservantes_antimicrobianos_de.pdf"
[_handle_11422_21042]_Estudo_de_viabilidade_t__cnica_e_econ__mica_de_uma.pdf,ok,"2026/02/19 20:55:14 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_21042]_Estudo_de_viabilidade_t__cnica_e_econ__mica_de_uma.pdf pdf 2026/02/19 20:55:14 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_21042]_Estudo_de_viabilidade_t__cnica_e_econ__mica_de_uma.txt 2026/02/19 20:55:14 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_21042]_Estudo_de_viabilidade_t__cnica_e_econ__mica_de_uma.pdf pdf false 493.1855ms 2026/02/19 20:55:14 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_21042]_Estudo_de_viabilidade_t__cnica_e_econ__mica_de_uma.pdf"
[_handle_11422_21760]_Aplica____o_de_ferramentas_de_identifica____o_mole.pdf,ok,"2026/02/19 20:55:14 Starting conversion: %s (format=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_21760]_Aplica____o_de_ferramentas_de_identifica____o_mole.pdf pdf 2026/02/19 20:55:15 Successfully wrote to %s c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_21760]_Aplica____o_de_ferramentas_de_identifica____o_mole.txt 2026/02/19 20:55:15 Finished conversion: %s (format=%s, tika=%t, duration=%s) c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_21760]_Aplica____o_de_ferramentas_de_identifica____o_mole.pdf pdf false 497.4987ms 2026/02/19 20:55:15 Successfully converted file %s to txt (source=pdf)  c:\Users\Vicente\prismaid\projects\caju_beverages\03_screening\pdfs\[_handle_11422_21760]_Aplica____o_de_ferramentas_de_identifica____o_mole.pdf"
